Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
AAPL,38,~ ,30.5%,+0.015,0.90,—,—,—,—,—,2144,
MSFT,38,~ ,28.7%,+0.026,0.91,—,—,—,—,—,2144,
GOOGL,38,~ ,31.0%,-0.006,0.88,—,—,—,—,—,2144,
NVDA,38,~ ,50.5%,+0.018,0.93,—,—,—,—,—,2144,
ETH-USD,38,~ ,70.4%,+0.002,0.59,—,—,—,—,—,3118,
DUK,35,~ ,21.5%,+0.067,0.89,—,—,—,—,—,2144,
SO,35,~ ,23.1%,+0.055,0.94,—,—,—,—,—,2144,
SRE,35,~ ,26.4%,+0.057,0.85,—,—,—,—,—,2144,
BSX,35,~ ,28.9%,+0.032,0.74,—,—,—,—,—,2144,
PLD,35,~ ,28.4%,+0.059,0.71,—,—,—,—,—,2144,
VICI,35,~ ,30.2%,+0.029,0.83,—,—,—,—,—,2144,
JPM,35,~ ,28.7%,+0.070,0.83,—,—,—,—,—,2144,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
SCHD,35,~ ,17.9%,+0.064,0.91,—,—,—,—,—,2144,
VYM,35,~ ,17.4%,+0.065,0.92,—,—,—,—,—,2144,
XLP,35,~ ,15.6%,+0.039,0.93,—,—,—,—,—,2144,
XLU,35,~ ,20.2%,+0.072,0.89,—,—,—,—,—,2144,
XLI,35,~ ,21.3%,+0.061,0.90,—,—,—,—,—,2144,
DIA,35,~ ,18.8%,+0.069,0.93,—,—,—,—,—,2144,
TXN,35,~ ,33.4%,+0.062,0.81,—,—,—,—,—,2144,
IBM,35,~ ,30.0%,+0.036,0.78,—,—,—,—,—,2144,
AMD,31,~ ,56.1%,+0.002,0.82,—,—,—,—,—,2144,
AXP,30,~ ,33.5%,+0.003,0.88,—,—,—,—,—,2144,
PH,30,~ ,33.4%,+0.055,0.92,—,—,—,—,—,2144,
GWW,30,~ ,28.8%,+0.034,0.94,—,—,—,—,—,2144,
CTAS,30,~ ,28.1%,+0.026,0.95,—,—,—,—,—,2144,
ADI,30,~ ,34.7%,+0.043,0.92,—,—,—,—,—,2144,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
