Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
COIN,46,~ ,84.1%,-0.010,0.09,—,—,—,—,—,1351,
PEG,43,~ ,22.9%,+0.064,0.87,—,—,—,—,—,2176,
CI,43,~ ,32.4%,+0.001,0.77,—,—,—,—,—,2176,
TRV,43,~ ,26.2%,+0.063,0.87,—,—,—,—,—,2176,
CB,43,~ ,25.2%,+0.088,0.91,—,—,—,—,—,2176,
ITW,43,~ ,25.0%,+0.044,0.88,—,—,—,—,—,2176,
DOV,43,~ ,27.7%,+0.039,0.87,—,—,—,—,—,2176,
ROK,43,~ ,33.1%,-0.004,0.79,—,—,—,—,—,2176,
RSG,43,~ ,20.3%,+0.082,0.96,—,—,—,—,—,2176,
WM,43,~ ,20.8%,+0.062,0.95,—,—,—,—,—,2176,
XLV,43,~ ,17.5%,+0.048,0.91,—,—,—,—,—,2176,
QCOM,43,~ ,41.2%,-0.017,0.76,—,—,—,—,—,2176,
BSX,42,~ ,29.0%,+0.036,0.70,—,—,—,—,—,2176,
BAC,42,~ ,31.5%,+0.051,0.65,—,—,—,—,—,2176,
EXC,40,~ ,24.8%,+0.118,0.81,—,—,—,—,—,2176,
ETR,40,~ ,25.3%,+0.056,0.79,—,—,—,—,—,2176,
STAG,40,~ ,27.6%,+0.110,0.79,—,—,—,—,—,2176,
XLF,40,~ ,23.1%,+0.052,0.85,—,—,—,—,—,2176,
MA,38,~ ,28.3%,-0.014,0.90,—,—,—,—,—,2176,
EMR,38,~ ,30.8%,+0.016,0.85,—,—,—,—,—,2176,
CTAS,38,~ ,28.1%,+0.022,0.95,—,—,—,—,—,2176,
GOOGL,38,~ ,31.1%,-0.001,0.88,—,—,—,—,—,2176,
AAPL,38,~ ,30.5%,+0.010,0.90,—,—,—,—,—,2176,
MSFT,38,~ ,29.1%,+0.027,0.91,—,—,—,—,—,2176,
NVDA,38,~ ,50.4%,+0.016,0.93,—,—,—,—,—,2176,
ETH-USD,38,~ ,70.2%,+0.002,0.58,—,—,—,—,—,3162,
DUK,35,~ ,21.4%,+0.066,0.90,—,—,—,—,—,2176,
SO,35,~ ,23.0%,+0.055,0.95,—,—,—,—,—,2176,
SRE,35,~ ,26.4%,+0.056,0.86,—,—,—,—,—,2176,
PLD,35,~ ,28.3%,+0.058,0.72,—,—,—,—,—,2176,
VICI,35,~ ,30.0%,+0.028,0.82,—,—,—,—,—,2176,
JPM,35,~ ,28.6%,+0.070,0.84,—,—,—,—,—,2176,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.3%,+0.065,0.93,—,—,—,—,—,2176,
SCHD,35,~ ,17.8%,+0.063,0.91,—,—,—,—,—,2176,
XLP,35,~ ,15.6%,+0.034,0.93,—,—,—,—,—,2176,
XLU,35,~ ,20.1%,+0.071,0.90,—,—,—,—,—,2176,
XLI,35,~ ,21.2%,+0.061,0.90,—,—,—,—,—,2176,
DIA,35,~ ,18.7%,+0.068,0.93,—,—,—,—,—,2176,
IBM,35,~ ,30.1%,+0.040,0.79,—,—,—,—,—,2176,
TXN,35,~ ,33.4%,+0.062,0.82,—,—,—,—,—,2176,
AMD,31,~ ,56.3%,-0.004,0.82,—,—,—,—,—,2176,
AXP,30,~ ,33.4%,+0.004,0.89,—,—,—,—,—,2176,
PH,30,~ ,33.4%,+0.055,0.93,—,—,—,—,—,2176,
GWW,30,~ ,28.7%,+0.034,0.95,—,—,—,—,—,2176,
ADI,30,~ ,34.6%,+0.042,0.92,—,—,—,—,—,2176,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
AVB,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,27,Histórico insuficiente
EQR,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,15,Histórico insuficiente
