Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
VYM,35,~ ,17.4%,+0.064,0.93,—,—,—,—,—,2169,
DIA,35,~ ,18.7%,+0.068,0.93,—,—,—,—,—,2170,
XLI,35,~ ,21.3%,+0.063,0.90,—,—,—,—,—,2167,
IBM,35,~ ,30.1%,+0.040,0.79,—,—,—,—,—,2170,
TXN,35,~ ,33.4%,+0.063,0.82,—,—,—,—,—,2170,
AMD,31,~ ,56.4%,-0.003,0.82,—,—,—,—,—,2170,
AXP,30,~ ,33.4%,+0.002,0.89,—,—,—,—,—,2169,
PH,30,~ ,33.4%,+0.052,0.93,—,—,—,—,—,2167,
GWW,30,~ ,28.7%,+0.034,0.95,—,—,—,—,—,2167,
ADI,30,~ ,34.6%,+0.043,0.92,—,—,—,—,—,2170,
PG,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
